1.002853516261457800e+00,8.938092877840386752e-01
9.545828454881694070e-01,8.620471128700860630e-01
9.528802659703371480e-01,8.861118881804651570e-01
9.122298907082021513e-01,8.306234910939784832e-01
9.174920356521241160e-01,8.220256897615350056e-01
8.907560968099101917e-01,8.027481864018490842e-01
8.964644676995187078e-01,8.288834620958980270e-01
8.565454890866709414e-01,7.892025661579358253e-01
8.318850617568395167e-01,7.744262950509434029e-01
8.107887307984131819e-01,7.417695551610121729e-01
8.027346142708878807e-01,7.313840206914348219e-01
7.659553068639084472e-01,7.043687458529452883e-01
7.923215314614087124e-01,7.285339839476152601e-01
7.358572290572230612e-01,6.847976162133212474e-01
7.484118820358419688e-01,6.951013314503919904e-01
7.087944570873363492e-01,6.703242007197035557e-01
6.893903917559165428e-01,6.555298477234204890e-01
6.842962503809497665e-01,6.618084516584714638e-01
6.650007391950609748e-01,6.428345048894394953e-01
6.623306419005047241e-01,6.467285004037320872e-01
6.624486838653387277e-01,6.496282655550985607e-01
6.395144831201470259e-01,6.237892173575448895e-01
6.439853584991874769e-01,6.281970089279887981e-01
6.339541656638864042e-01,6.141971704444687541e-01
6.233814024901499495e-01,6.114537923795558827e-01
6.243175190470915403e-01,6.092362640409660912e-01
6.167393310904133452e-01,6.129927466868109187e-01
6.122856891052299577e-01,6.052324967223829955e-01
6.100903718095297412e-01,5.998702858919674474e-01
6.212610384641319428e-01,6.081640502752529986e-01
6.026227265267672939e-01,6.006203338192597219e-01
6.040345656632828408e-01,6.069386853403141435e-01
5.971366537457380996e-01,5.962192880407136686e-01
6.053361245767421295e-01,6.054824563078632371e-01
6.011354678006365360e-01,5.998259273401247427e-01
5.988197951497282734e-01,6.007594258416203425e-01
5.937064029965504197e-01,5.978455590780769047e-01
5.954430606657590275e-01,6.019359184196626522e-01
6.003445841832854013e-01,6.029991893094333033e-01
5.910205714119964870e-01,5.974618560024194114e-01
5.953472262702355078e-01,6.026911842713982281e-01
6.107218832177063739e-01,6.228258459750123377e-01
5.931179599842799632e-01,5.995564395000330116e-01
5.865557152253201290e-01,5.954628738711102987e-01
5.851748194392810687e-01,5.948426243780656764e-01
5.844716347932983336e-01,5.941379850187138434e-01
5.838927508268321187e-01,5.894305964899735351e-01
5.920195966260123344e-01,5.878885095224990476e-01
5.951128097824238683e-01,5.865051499848740191e-01
6.336756868694111144e-01,6.115621406326124943e-01
5.961969975290715151e-01,5.820599199122038492e-01
6.011653510121645061e-01,5.932253383363004229e-01
5.936539469938058033e-01,5.905904656323828217e-01
6.031958649743943690e-01,6.049888073672419209e-01
5.796023218033784508e-01,5.823635001112215104e-01
5.796885298112113283e-01,5.733297132164706378e-01
5.863645638817026606e-01,5.802429946765776947e-01
5.709469623965353069e-01,5.749920495596155812e-01
5.734129156351960299e-01,5.716800131817808550e-01
5.848357148660279226e-01,5.824360278468222463e-01
5.788860154798209923e-01,5.831840998762332084e-01
5.771629125292834228e-01,5.848133348132036335e-01
5.765647602843999575e-01,5.880249122015948071e-01
5.706320504730900689e-01,5.837957959602277924e-01
5.695205746851370598e-01,5.844600664276334845e-01
5.728911836288977932e-01,5.897376633681502556e-01
6.001450095406839491e-01,6.217414846736200040e-01
5.692655166272430067e-01,5.830404935685060686e-01
5.691583538357964933e-01,5.862472746690445824e-01
5.648864939763559301e-01,5.799706612965481733e-01
5.688576712421073989e-01,5.776814626267886554e-01
5.662114787296745888e-01,5.741758324365273669e-01
5.815734759332655823e-01,5.931884376000864378e-01
5.677833762976933762e-01,5.807520395556002857e-01
5.657083499066195564e-01,5.789484560991847717e-01
5.678904172525753857e-01,5.817176478929519945e-01
5.707993930298005392e-01,5.888430227302647868e-01
5.690489900362424303e-01,5.805138650972350156e-01
5.731441172724223154e-01,5.771305241256318164e-01
5.628699422800751417e-01,5.737694556471796270e-01
5.640762854384767655e-01,5.732191321300799114e-01
5.688356918239819704e-01,5.715997159869550259e-01
5.635461107223738164e-01,5.712930158770608280e-01
5.762517296171151271e-01,5.728892507721340399e-01
5.628124732775499073e-01,5.686209921852916072e-01
5.628956083058200832e-01,5.726169795735275292e-01
5.932046448608550016e-01,6.092359099649330423e-01
5.702798187704936073e-01,5.811519997942686810e-01
5.605606984563611395e-01,5.685923785798756569e-01
5.887035065662010735e-01,6.002355560986122329e-01
5.609142329735735677e-01,5.687491797781568659e-01
5.631178445105894381e-01,5.675116664246185882e-01
5.610791382108936132e-01,5.695676844572346020e-01
5.662300010050346222e-01,5.790468156019195067e-01
5.897873084268505650e-01,6.108788644921131494e-01
5.961870914299943758e-01,6.075943921584858742e-01
5.781115330854246226e-01,5.894820275779822927e-01
5.611605138057492725e-01,5.696799236340864825e-01
5.612578446000665577e-01,5.687857781043432759e-01
5.770418096452623047e-01,5.908889433963092630e-01
